1.092676 	 0.209738
1.106835 	 0.275284
1.120196 	 0.340932
1.132755 	 0.406664
1.144510 	 0.472465
1.155460 	 0.538317
1.165601 	 0.604204
1.174934 	 0.670109
1.183455 	 0.736016
1.191165 	 0.801908
1.198062 	 0.867767
1.204147 	 0.933579
1.209418 	 0.999325
1.213876 	 1.064989
1.217521 	 1.130554
1.220353 	 1.196004
1.222375 	 1.261323
1.223586 	 1.326492
1.223988 	 1.391497
1.223583 	 1.456320
1.222372 	 1.520945
1.220359 	 1.585355
1.217545 	 1.649534
1.213934 	 1.713465
1.209527 	 1.777133
1.204329 	 1.840521
1.198343 	 1.903613
1.191573 	 1.966393
1.184023 	 2.028845
1.175697 	 2.090953
1.166600 	 2.152701
1.156737 	 2.214073
1.146113 	 2.275054
1.134733 	 2.335628
1.122602 	 2.395780
1.109728 	 2.455495
1.096115 	 2.514757
1.081770 	 2.573552
1.066701 	 2.631863
1.050913 	 2.689678
1.034413 	 2.746980
1.017210 	 2.803755
0.999310 	 2.859989
0.980722 	 2.915668
0.961454 	 2.970778
0.941513 	 3.025304
0.920908 	 3.079233
0.899648 	 3.132552
0.877743 	 3.185246
0.855200 	 3.237302
0.832030 	 3.288708
0.808241 	 3.339451
0.783845 	 3.389517
0.758850 	 3.438895
0.733267 	 3.487571
0.707107 	 3.535534
0.680379 	 3.582772
0.653096 	 3.629272
0.625267 	 3.675024
0.596903 	 3.720016
0.568017 	 3.764237
0.538620 	 3.807676
0.508723 	 3.850322
0.478339 	 3.892165
0.447478 	 3.933194
0.416154 	 3.973400
0.384380 	 4.012772
0.352166 	 4.051301
0.319526 	 4.088978
0.286473 	 4.125794
0.253020 	 4.161739
0.219180 	 4.196806
0.184966 	 4.230985
0.150391 	 4.264269
0.115470 	 4.296649
0.080214 	 4.328119
0.044639 	 4.358670
0.008759 	 4.388296
-0.027414 	 4.416990
-0.063865 	 4.444745
-0.100580 	 4.471555
-0.137544 	 4.497414
-0.174743 	 4.522316
-0.212163 	 4.546255
-0.249789 	 4.569227
-0.287607 	 4.591226
-0.325602 	 4.612247
-0.363759 	 4.632287
-0.402063 	 4.651340
-0.440501 	 4.669404
-0.479055 	 4.686474
-0.517713 	 4.702547
-0.556458 	 4.717621
-0.595276 	 4.731691
-0.634152 	 4.744757
-0.673070 	 4.756815
-0.712015 	 4.767864
-0.750973 	 4.777902
-0.789928 	 4.786927
-0.828864 	 4.794940
-0.867767 	 4.801938
-0.906622 	 4.807921
-0.945413 	 4.812890
-0.984125 	 4.816844
-1.022743 	 4.819783
-1.061251 	 4.821709
-1.099635 	 4.822621
-1.137880 	 4.822522
-1.175970 	 4.821413
-1.213891 	 4.819295
-1.251627 	 4.816171
-1.289163 	 4.812042
-1.326485 	 4.806913
-1.363577 	 4.800784
-1.400426 	 4.793660
-1.437015 	 4.785544
-1.473331 	 4.776440
-1.509359 	 4.766351
-1.545085 	 4.755283
-1.580494 	 4.743238
-1.615571 	 4.730223
-1.650303 	 4.716243
-1.684675 	 4.701302
-1.718673 	 4.685406
-1.752284 	 4.668562
-1.785493 	 4.650775
-1.818287 	 4.632052
-1.850652 	 4.612399
-1.882575 	 4.591823
-1.914043 	 4.570332
-1.945042 	 4.547932
-1.975559 	 4.524632
-2.005581 	 4.500439
-2.035096 	 4.475363
-2.064091 	 4.449409
-2.092553 	 4.422589
-2.120470 	 4.394910
-2.147829 	 4.366382
-2.174620 	 4.337013
-2.200830 	 4.306815
-2.226447 	 4.275795
-2.251461 	 4.243965
-2.275858 	 4.211334
-2.299630 	 4.177913
-2.322764 	 4.143713
-2.345249 	 4.108745
-2.367076 	 4.073019
-2.388234 	 4.036547
-2.408713 	 3.999340
-2.428503 	 3.961411
-2.447594 	 3.922770
-2.465976 	 3.883431
-2.483641 	 3.843405
-2.500578 	 3.802704
-2.516781 	 3.761342
-2.532239 	 3.719331
-2.546944 	 3.676684
-2.560888 	 3.633414
-2.574063 	 3.589534
-2.586462 	 3.545058
-2.598076 	 3.500000
-2.608899 	 3.454373
-2.618924 	 3.408191
-2.628143 	 3.361468
-2.636551 	 3.314218
-2.644141 	 3.266456
-2.650907 	 3.218196
-2.656843 	 3.169452
-2.661943 	 3.120240
-2.666203 	 3.070574
-2.669618 	 3.020468
-2.672182 	 2.969938
-2.673891 	 2.919000
-2.674741 	 2.867667
-2.674728 	 2.815956
-2.673849 	 2.763882
-2.672099 	 2.711460
-2.669476 	 2.658705
-2.665976 	 2.605635
-2.661598 	 2.552263
-2.656339 	 2.498606
-2.650196 	 2.444680
-2.643168 	 2.390500
-2.635254 	 2.336083
-2.626452 	 2.281445
-2.616761 	 2.226600
-2.606180 	 2.171566
-2.594710 	 2.116359
-2.582349 	 2.060994
-2.569098 	 2.005487
-2.554958 	 1.949856
-2.539929 	 1.894115
-2.524012 	 1.838282
-2.507208 	 1.782371
-2.489519 	 1.726400
-2.470946 	 1.670384
-2.451492 	 1.614340
-2.431159 	 1.558284
-2.409949 	 1.502231
-2.387866 	 1.446198
-2.364913 	 1.390201
-2.341092 	 1.334256
-2.316409 	 1.278378
-2.290866 	 1.222584
-2.264468 	 1.166889
-2.237219 	 1.111310
-2.209125 	 1.055861
-2.180190 	 1.000559
-2.150420 	 0.945419
-2.119820 	 0.890456
-2.088396 	 0.835687
-2.056154 	 0.781126
-2.023101 	 0.726789
-1.989242 	 0.672690
-1.954586 	 0.618846
-1.919139 	 0.565270
-1.882909 	 0.511977
-1.845903 	 0.458984
-1.808128 	 0.406303
-1.769594 	 0.353949
-1.730309 	 0.301938
-1.690280 	 0.250282
-1.649518 	 0.198997
-1.608031 	 0.148096
-1.565828 	 0.097593
-1.522919 	 0.047501
-1.479314 	 -0.002165
-1.435022 	 -0.051392
-1.390055 	 -0.100168
-1.344421 	 -0.148479
-1.298133 	 -0.196312
-1.251201 	 -0.243655
-1.203636 	 -0.290494
-1.155449 	 -0.336818
-1.106652 	 -0.382615
-1.057256 	 -0.427872
-1.007274 	 -0.472577
-0.956717 	 -0.516720
-0.905598 	 -0.560288
-0.853929 	 -0.603270
-0.801723 	 -0.645656
-0.748992 	 -0.687434
-0.695750 	 -0.728593
-0.642010 	 -0.769125
-0.587785 	 -0.809017
-0.533089 	 -0.848261
-0.477935 	 -0.886846
-0.422337 	 -0.924763
-0.366309 	 -0.962002
-0.309866 	 -0.998555
-0.253020 	 -1.034413
-0.195788 	 -1.069567
-0.138183 	 -1.104009
-0.080220 	 -1.137730
-0.021914 	 -1.170723
0.036720 	 -1.202980
0.095668 	 -1.234493
0.154913 	 -1.265256
0.214441 	 -1.295262
0.274237 	 -1.324503
0.334285 	 -1.352974
0.394569 	 -1.380668
0.455074 	 -1.407580
0.515784 	 -1.433703
0.576684 	 -1.459033
0.637756 	 -1.483564
0.698987 	 -1.507291
0.760358 	 -1.530211
0.821855 	 -1.552318
0.883460 	 -1.573608
0.945159 	 -1.594078
1.006935 	 -1.613724
1.068770 	 -1.632543
1.130650 	 -1.650532
1.192558 	 -1.667688
1.254476 	 -1.684009
1.316390 	 -1.699493
1.378282 	 -1.714137
1.440135 	 -1.727941
1.501935 	 -1.740902
1.563663 	 -1.753020
1.625304 	 -1.764294
1.686841 	 -1.774724
1.748257 	 -1.784309
1.809537 	 -1.793048
1.870663 	 -1.800944
1.931619 	 -1.807995
1.992390 	 -1.814204
2.052958 	 -1.819570
2.113308 	 -1.824096
2.173422 	 -1.827783
2.233285 	 -1.830633
2.292882 	 -1.832649
2.352194 	 -1.833832
2.411208 	 -1.834186
2.469906 	 -1.833713
2.528272 	 -1.832418
2.586292 	 -1.830302
2.643949 	 -1.827371
2.701227 	 -1.823628
2.758111 	 -1.819078
2.814586 	 -1.813725
2.870636 	 -1.807574
2.926246 	 -1.800630
2.981401 	 -1.792899
3.036086 	 -1.784386
3.090285 	 -1.775097
3.143985 	 -1.765039
3.197170 	 -1.754216
3.249825 	 -1.742638
3.301938 	 -1.730309
3.353492 	 -1.717237
3.404475 	 -1.703430
3.454872 	 -1.688895
3.504670 	 -1.673639
3.553854 	 -1.657672
3.602411 	 -1.641001
3.650329 	 -1.623634
3.697593 	 -1.605581
3.744191 	 -1.586851
3.790110 	 -1.567451
3.835338 	 -1.547393
3.879862 	 -1.526685
3.923669 	 -1.505337
3.966748 	 -1.483359
4.009087 	 -1.460762
4.050674 	 -1.437556
4.091498 	 -1.413751
4.131548 	 -1.389358
4.170811 	 -1.364388
4.209279 	 -1.338852
4.246940 	 -1.312763
4.283783 	 -1.286130
4.319798 	 -1.258966
4.354977 	 -1.231282
4.389308 	 -1.203091
4.422782 	 -1.174405
4.455391 	 -1.145236
4.487124 	 -1.115597
4.517974 	 -1.085500
4.547932 	 -1.054958
4.576989 	 -1.023984
4.605138 	 -0.992591
4.632370 	 -0.960793
4.658679 	 -0.928602
4.684056 	 -0.896032
4.708496 	 -0.863096
4.731990 	 -0.829809
4.754533 	 -0.796184
4.776118 	 -0.762235
4.796740 	 -0.727976
4.816392 	 -0.693421
4.835069 	 -0.658584
4.852766 	 -0.623481
4.869479 	 -0.588124
4.885202 	 -0.552528
4.899931 	 -0.516709
4.913662 	 -0.480680
4.926391 	 -0.444456
4.938115 	 -0.408053
4.948831 	 -0.371484
4.958535 	 -0.334765
4.967224 	 -0.297911
4.974898 	 -0.260936
4.981552 	 -0.223856
4.987186 	 -0.186685
4.991797 	 -0.149438
4.995385 	 -0.112132
4.997949 	 -0.074780
4.999487 	 -0.037397
5.000000 	 0.000000
4.999487 	 0.037397
4.997949 	 0.074780
4.995385 	 0.112132
4.991797 	 0.149438
4.987186 	 0.186685
4.981552 	 0.223856
4.974898 	 0.260936
4.967224 	 0.297911
4.958535 	 0.334765
4.948831 	 0.371484
4.938115 	 0.408053
4.926391 	 0.444456
4.913662 	 0.480680
4.899931 	 0.516709
4.885202 	 0.552528
4.869479 	 0.588124
4.852766 	 0.623481
4.835069 	 0.658584
4.816392 	 0.693421
4.796740 	 0.727976
4.776118 	 0.762235
4.754533 	 0.796184
4.731990 	 0.829809
4.708496 	 0.863096
4.684056 	 0.896032
4.658679 	 0.928602
4.632370 	 0.960793
4.605138 	 0.992591
4.576989 	 1.023984
4.547932 	 1.054958
4.517974 	 1.085500
4.487124 	 1.115597
4.455391 	 1.145236
4.422782 	 1.174405
4.389308 	 1.203091
4.354977 	 1.231282
4.319798 	 1.258966
4.283783 	 1.286130
4.246940 	 1.312763
4.209279 	 1.338852
4.170811 	 1.364388
4.131548 	 1.389358
4.091498 	 1.413751
4.050674 	 1.437556
4.009087 	 1.460762
3.966748 	 1.483359
3.923669 	 1.505337
3.879862 	 1.526685
3.835338 	 1.547393
3.790110 	 1.567451
3.744191 	 1.586851
3.697593 	 1.605581
3.650329 	 1.623634
3.602411 	 1.641001
3.553854 	 1.657672
3.504670 	 1.673639
3.454872 	 1.688895
3.404475 	 1.703430
3.353492 	 1.717237
3.301938 	 1.730309
3.249825 	 1.742638
3.197170 	 1.754216
3.143985 	 1.765039
3.090285 	 1.775097
3.036086 	 1.784386
2.981401 	 1.792899
2.926246 	 1.800630
2.870636 	 1.807574
2.814586 	 1.813725
2.758111 	 1.819078
2.701227 	 1.823628
2.643949 	 1.827371
2.586292 	 1.830302
2.528272 	 1.832418
2.469906 	 1.833713
2.411208 	 1.834186
2.352194 	 1.833832
2.292882 	 1.832649
2.233285 	 1.830633
2.173422 	 1.827783
2.113308 	 1.824096
2.052958 	 1.819570
1.992390 	 1.814204
1.931619 	 1.807995
1.870663 	 1.800944
1.809537 	 1.793048
1.748257 	 1.784309
1.686841 	 1.774724
1.625304 	 1.764294
1.563663 	 1.753020
1.501935 	 1.740902
1.440135 	 1.727941
1.378282 	 1.714137
1.316390 	 1.699493
1.254476 	 1.684009
1.192558 	 1.667688
1.130650 	 1.650532
1.068770 	 1.632543
1.006935 	 1.613724
0.945159 	 1.594078
0.883460 	 1.573608
0.821855 	 1.552318
0.760358 	 1.530211
0.698987 	 1.507291
0.637756 	 1.483564
0.576684 	 1.459033
0.515784 	 1.433703
0.455074 	 1.407580
0.394569 	 1.380668
0.334285 	 1.352974
0.274237 	 1.324503
0.214441 	 1.295262
0.154913 	 1.265256
0.095668 	 1.234493
0.036720 	 1.202980
-0.021914 	 1.170723
-0.080220 	 1.137730
-0.138183 	 1.104009
-0.195788 	 1.069567
-0.253020 	 1.034413
-0.309866 	 0.998555
-0.366309 	 0.962002
-0.422337 	 0.924763
-0.477935 	 0.886846
-0.533089 	 0.848261
-0.587785 	 0.809017
-0.642010 	 0.769125
-0.695750 	 0.728593
-0.748992 	 0.687434
-0.801723 	 0.645656
-0.853929 	 0.603270
-0.905598 	 0.560288
-0.956717 	 0.516720
-1.007274 	 0.472577
-1.057256 	 0.427872
-1.106652 	 0.382615
-1.155449 	 0.336818
-1.203636 	 0.290494
-1.251201 	 0.243655
-1.298133 	 0.196312
-1.344421 	 0.148479
-1.390055 	 0.100168
-1.435022 	 0.051392
-1.479314 	 0.002165
-1.522919 	 -0.047501
-1.565828 	 -0.097593
-1.608031 	 -0.148096
-1.649518 	 -0.198997
-1.690280 	 -0.250282
-1.730309 	 -0.301938
-1.769594 	 -0.353949
-1.808128 	 -0.406303
-1.845903 	 -0.458984
-1.882909 	 -0.511977
-1.919139 	 -0.565270
-1.954586 	 -0.618846
-1.989242 	 -0.672690
-2.023101 	 -0.726789
-2.056154 	 -0.781126
-2.088396 	 -0.835687
-2.119820 	 -0.890456
-2.150420 	 -0.945419
-2.180190 	 -1.000559
-2.209125 	 -1.055861
-2.237219 	 -1.111310
-2.264468 	 -1.166889
-2.290866 	 -1.222584
-2.316409 	 -1.278378
-2.341092 	 -1.334256
-2.364913 	 -1.390201
-2.387866 	 -1.446198
-2.409949 	 -1.502231
-2.431159 	 -1.558284
-2.451492 	 -1.614340
-2.470946 	 -1.670384
-2.489519 	 -1.726400
-2.507208 	 -1.782371
-2.524012 	 -1.838282
-2.539929 	 -1.894115
-2.554958 	 -1.949856
-2.569098 	 -2.005487
-2.582349 	 -2.060994
-2.594710 	 -2.116359
-2.606180 	 -2.171566
-2.616761 	 -2.226600
-2.626452 	 -2.281445
-2.635254 	 -2.336083
-2.643168 	 -2.390500
-2.650196 	 -2.444680
-2.656339 	 -2.498606
-2.661598 	 -2.552263
-2.665976 	 -2.605635
-2.669476 	 -2.658705
-2.672099 	 -2.711460
-2.673849 	 -2.763882
-2.674728 	 -2.815956
-2.674741 	 -2.867667
-2.673891 	 -2.919000
-2.672182 	 -2.969938
-2.669618 	 -3.020468
-2.666203 	 -3.070574
-2.661943 	 -3.120240
-2.656843 	 -3.169452
-2.650907 	 -3.218196
-2.644141 	 -3.266456
-2.636551 	 -3.314218
-2.628143 	 -3.361468
-2.618924 	 -3.408191
-2.608899 	 -3.454373
-2.598076 	 -3.500000
-2.586462 	 -3.545058
-2.574063 	 -3.589534
-2.560888 	 -3.633414
-2.546944 	 -3.676684
-2.532239 	 -3.719331
-2.516781 	 -3.761342
-2.500578 	 -3.802704
-2.483641 	 -3.843405
-2.465976 	 -3.883431
-2.447594 	 -3.922770
-2.428503 	 -3.961411
-2.408713 	 -3.999340
-2.388234 	 -4.036547
-2.367076 	 -4.073019
-2.345249 	 -4.108745
-2.322764 	 -4.143713
-2.299630 	 -4.177913
-2.275858 	 -4.211334
-2.251461 	 -4.243965
-2.226447 	 -4.275795
-2.200830 	 -4.306815
-2.174620 	 -4.337013
-2.147829 	 -4.366382
-2.120470 	 -4.394910
-2.092553 	 -4.422589
-2.064091 	 -4.449409
-2.035096 	 -4.475363
-2.005581 	 -4.500439
-1.975559 	 -4.524632
-1.945042 	 -4.547932
-1.914043 	 -4.570332
-1.882575 	 -4.591823
-1.850652 	 -4.612399
-1.818287 	 -4.632052
-1.785493 	 -4.650775
-1.752284 	 -4.668562
-1.718673 	 -4.685406
-1.684675 	 -4.701302
-1.650303 	 -4.716243
-1.615571 	 -4.730223
-1.580494 	 -4.743238
-1.545085 	 -4.755283
-1.509359 	 -4.766351
-1.473331 	 -4.776440
-1.437015 	 -4.785544
-1.400426 	 -4.793660
-1.363577 	 -4.800784
-1.326485 	 -4.806913
-1.289163 	 -4.812042
-1.251627 	 -4.816171
-1.213891 	 -4.819295
-1.175970 	 -4.821413
-1.137880 	 -4.822522
-1.099635 	 -4.822621
-1.061251 	 -4.821709
-1.022743 	 -4.819783
-0.984125 	 -4.816844
-0.945413 	 -4.812890
-0.906622 	 -4.807921
-0.867767 	 -4.801938
-0.828864 	 -4.794940
-0.789928 	 -4.786927
-0.750973 	 -4.777902
-0.712015 	 -4.767864
-0.673070 	 -4.756815
-0.634152 	 -4.744757
-0.595276 	 -4.731691
-0.556458 	 -4.717621
-0.517713 	 -4.702547
-0.479055 	 -4.686474
-0.440501 	 -4.669404
-0.402063 	 -4.651340
-0.363759 	 -4.632287
-0.325602 	 -4.612247
-0.287607 	 -4.591226
-0.249789 	 -4.569227
-0.212163 	 -4.546255
-0.174743 	 -4.522316
-0.137544 	 -4.497414
-0.100580 	 -4.471555
-0.063865 	 -4.444745
-0.027414 	 -4.416990
0.008759 	 -4.388296
0.044639 	 -4.358670
0.080214 	 -4.328119
0.115470 	 -4.296649
0.150391 	 -4.264269
0.184966 	 -4.230985
0.219180 	 -4.196806
0.253020 	 -4.161739
0.286473 	 -4.125794
0.319526 	 -4.088978
0.352166 	 -4.051301
0.384380 	 -4.012772
0.416154 	 -3.973400
0.447478 	 -3.933194
0.478339 	 -3.892165
0.508723 	 -3.850322
0.538620 	 -3.807676
0.568017 	 -3.764237
0.596903 	 -3.720016
0.625267 	 -3.675024
0.653096 	 -3.629272
0.680379 	 -3.582772
0.707107 	 -3.535534
0.733267 	 -3.487571
0.758850 	 -3.438895
0.783845 	 -3.389517
0.808241 	 -3.339451
0.832030 	 -3.288708
0.855200 	 -3.237302
0.877743 	 -3.185246
0.899648 	 -3.132552
0.920908 	 -3.079233
0.941513 	 -3.025304
0.961454 	 -2.970778
0.980722 	 -2.915668
0.999310 	 -2.859989
1.017210 	 -2.803755
1.034413 	 -2.746980
1.050913 	 -2.689678
1.066701 	 -2.631863
1.081770 	 -2.573552
1.096115 	 -2.514757
1.109728 	 -2.455495
1.122602 	 -2.395780
1.134733 	 -2.335628
1.146113 	 -2.275054
1.156737 	 -2.214073
1.166600 	 -2.152701
1.175697 	 -2.090953
1.184023 	 -2.028845
1.191573 	 -1.966393
1.198343 	 -1.903613
1.204329 	 -1.840521
1.209527 	 -1.777133
1.213934 	 -1.713465
1.217545 	 -1.649534
1.220359 	 -1.585355
1.222372 	 -1.520945
1.223583 	 -1.456320
1.223988 	 -1.391497
1.223586 	 -1.326492
1.222375 	 -1.261323
1.220353 	 -1.196004
1.217521 	 -1.130554
1.213876 	 -1.064989
1.209418 	 -0.999325
1.204147 	 -0.933579
1.198062 	 -0.867767
1.191165 	 -0.801908
1.183455 	 -0.736016
1.174934 	 -0.670109
1.165601 	 -0.604204
1.155460 	 -0.538317
1.144510 	 -0.472465
1.132755 	 -0.406664
1.120196 	 -0.340932
1.106835 	 -0.275284
1.092676 	 -0.209738
1.077721 	 -0.144309
1.061973 	 -0.079015
1.045436 	 -0.013871
1.028114 	 0.051106
1.010011 	 0.115899
0.991130 	 0.180493
0.971477 	 0.244871
0.951057 	 0.309017
0.929873 	 0.372915
0.907932 	 0.436550
0.885240 	 0.499905
0.861801 	 0.562965
0.837623 	 0.625714
0.812711 	 0.688136
0.787072 	 0.750217
0.760713 	 0.811940
0.733641 	 0.873291
0.705863 	 0.934254
0.677387 	 0.994815
0.648220 	 1.054958
0.618372 	 1.114670
0.587849 	 1.173934
0.556661 	 1.232738
0.524816 	 1.291067
0.492323 	 1.348906
0.459192 	 1.406242
0.425431 	 1.463061
0.391051 	 1.519349
0.356061 	 1.575092
0.320472 	 1.630278
0.284293 	 1.684894
0.247535 	 1.738925
0.210209 	 1.792360
0.172326 	 1.845187
0.133896 	 1.897391
0.094931 	 1.948962
0.055443 	 1.999888
0.015443 	 2.050156
-0.025057 	 2.099755
-0.066045 	 2.148673
-0.107509 	 2.196900
-0.149436 	 2.244424
-0.191814 	 2.291235
-0.234630 	 2.337321
-0.277872 	 2.382674
-0.321526 	 2.427282
-0.365579 	 2.471136
-0.410018 	 2.514225
-0.454830 	 2.556542
-0.500000 	 2.598076
-0.545515 	 2.638819
-0.591362 	 2.678762
-0.637525 	 2.717896
-0.683991 	 2.756213
-0.730747 	 2.793706
-0.777776 	 2.830366
-0.825066 	 2.866186
-0.872600 	 2.901160
-0.920366 	 2.935279
-0.968347 	 2.968538
-1.016529 	 3.000930
-1.064898 	 3.032448
-1.113437 	 3.063087
-1.162132 	 3.092842
-1.210967 	 3.121706
-1.259928 	 3.149676
-1.308999 	 3.176745
-1.358164 	 3.202909
-1.407409 	 3.228165
-1.456717 	 3.252508
-1.506073 	 3.275934
-1.555462 	 3.298440
-1.604867 	 3.320023
-1.654274 	 3.340679
-1.703666 	 3.360407
-1.753027 	 3.379204
-1.802343 	 3.397067
-1.851597 	 3.413996
-1.900773 	 3.429988
-1.949856 	 3.445042
-1.998830 	 3.459157
-2.047679 	 3.472333
-2.096387 	 3.484569
-2.144939 	 3.495866
-2.193319 	 3.506222
-2.241511 	 3.515639
-2.289500 	 3.524118
-2.337270 	 3.531659
-2.384805 	 3.538264
-2.432090 	 3.543934
-2.479110 	 3.548671
-2.525848 	 3.552477
-2.572290 	 3.555355
-2.618420 	 3.557306
-2.664224 	 3.558336
-2.709685 	 3.558445
-2.754789 	 3.557638
-2.799521 	 3.555919
-2.843865 	 3.553292
-2.887808 	 3.549760
-2.931334 	 3.545329
-2.974428 	 3.540002
-3.017077 	 3.533787
-3.059265 	 3.526686
-3.100979 	 3.518707
-3.142204 	 3.509855
-3.182927 	 3.500137
-3.223132 	 3.489557
-3.262807 	 3.478124
-3.301938 	 3.465844
-3.340511 	 3.452723
-3.378513 	 3.438771
-3.415930 	 3.423993
-3.452750 	 3.408398
-3.488960 	 3.391993
-3.524547 	 3.374788
-3.559498 	 3.356791
-3.593801 	 3.338010
-3.627443 	 3.318454
-3.660414 	 3.298133
-3.692700 	 3.277056
-3.724289 	 3.255233
-3.755172 	 3.232673
-3.785335 	 3.209387
-3.814769 	 3.185384
-3.843461 	 3.160676
-3.871402 	 3.135273
-3.898581 	 3.109186
-3.924987 	 3.082425
-3.950611 	 3.055003
-3.975442 	 3.026930
-3.999471 	 2.998219
-4.022688 	 2.968880
-4.045085 	 2.938926
-4.066652 	 2.908370
-4.087380 	 2.877222
-4.107261 	 2.845497
-4.126286 	 2.813206
-4.144448 	 2.780363
-4.161739 	 2.746980
-4.178151 	 2.713070
-4.193677 	 2.678646
-4.208309 	 2.643723
-4.222041 	 2.608313
-4.234867 	 2.572430
-4.246779 	 2.536087
-4.257773 	 2.499300
-4.267841 	 2.462081
-4.276979 	 2.424445
-4.285182 	 2.386406
-4.292443 	 2.347978
-4.298759 	 2.309176
-4.304125 	 2.270015
-4.308537 	 2.230508
-4.311991 	 2.190671
-4.314483 	 2.150518
-4.316010 	 2.110064
-4.316568 	 2.069325
-4.316155 	 2.028314
-4.314769 	 1.987048
-4.312406 	 1.945541
-4.309065 	 1.903809
-4.304745 	 1.861866
-4.299443 	 1.819728
-4.293159 	 1.777411
-4.285891 	 1.734929
-4.277640 	 1.692297
-4.268404 	 1.649532
-4.258184 	 1.606649
-4.246980 	 1.563663
-4.234792 	 1.520589
-4.221621 	 1.477444
-4.207469 	 1.434241
-4.192336 	 1.390998
-4.176224 	 1.347728
-4.159136 	 1.304449
-4.141073 	 1.261174
-4.122038 	 1.217919
-4.102034 	 1.174701
-4.081063 	 1.131533
-4.059130 	 1.088432
-4.036237 	 1.045411
-4.012388 	 1.002488
-3.987588 	 0.959676
-3.961842 	 0.916991
-3.935153 	 0.874448
-3.907526 	 0.832062
-3.878968 	 0.789847
-3.849483 	 0.747818
-3.819078 	 0.705990
-3.787758 	 0.664378
-3.755529 	 0.622997
-3.722399 	 0.581859
-3.688374 	 0.540981
-3.653461 	 0.500376
-3.617667 	 0.460058
-3.581001 	 0.420042
-3.543469 	 0.380340
-3.505081 	 0.340968
-3.465844 	 0.301938
-3.425767 	 0.263264
-3.384859 	 0.224960
-3.343129 	 0.187038
-3.300586 	 0.149512
-3.257240 	 0.112395
-3.213101 	 0.075700
-3.168179 	 0.039439
-3.122483 	 0.003624
-3.076025 	 -0.031731
-3.028815 	 -0.066615
-2.980865 	 -0.101016
-2.932184 	 -0.134922
-2.882785 	 -0.168321
-2.832679 	 -0.201202
-2.781878 	 -0.233554
-2.730394 	 -0.265365
-2.678239 	 -0.296624
-2.625426 	 -0.327321
-2.571966 	 -0.357446
-2.517873 	 -0.386988
-2.463160 	 -0.415936
-2.407839 	 -0.444282
-2.351925 	 -0.472015
-2.295429 	 -0.499125
-2.238367 	 -0.525604
-2.180752 	 -0.551443
-2.122598 	 -0.576633
-2.063919 	 -0.601164
-2.004728 	 -0.625029
-1.945042 	 -0.648220
-1.884874 	 -0.670729
-1.824238 	 -0.692548
-1.763150 	 -0.713669
-1.701625 	 -0.734085
-1.639678 	 -0.753790
-1.577324 	 -0.772777
-1.514578 	 -0.791039
-1.451456 	 -0.808570
-1.387973 	 -0.825365
-1.324145 	 -0.841416
-1.259988 	 -0.856720
-1.195518 	 -0.871270
-1.130750 	 -0.885062
-1.065701 	 -0.898091
-1.000386 	 -0.910353
-0.934823 	 -0.921843
-0.869026 	 -0.932558
-0.803014 	 -0.942494
-0.736801 	 -0.951648
-0.670405 	 -0.960016
-0.603841 	 -0.967595
-0.537128 	 -0.974384
-0.470280 	 -0.980379
-0.403315 	 -0.985580
-0.336250 	 -0.989983
-0.269100 	 -0.993587
-0.201884 	 -0.996392
-0.134617 	 -0.998396
-0.067317 	 -0.999599
0.000000 	 -1.000000
0.067317 	 -0.999599
0.134617 	 -0.998396
0.201884 	 -0.996392
0.269100 	 -0.993587
0.336250 	 -0.989983
0.403315 	 -0.985580
0.470280 	 -0.980379
0.537128 	 -0.974384
0.603841 	 -0.967595
0.670405 	 -0.960016
0.736801 	 -0.951648
0.803014 	 -0.942494
0.869026 	 -0.932558
0.934823 	 -0.921843
1.000386 	 -0.910353
1.065701 	 -0.898091
1.130750 	 -0.885062
1.195518 	 -0.871270
1.259988 	 -0.856720
1.324145 	 -0.841416
1.387973 	 -0.825365
1.451456 	 -0.808570
1.514578 	 -0.791039
1.577324 	 -0.772777
1.639678 	 -0.753790
1.701625 	 -0.734085
1.763150 	 -0.713669
1.824238 	 -0.692548
1.884874 	 -0.670729
1.945042 	 -0.648220
2.004728 	 -0.625029
2.063919 	 -0.601164
2.122598 	 -0.576633
2.180752 	 -0.551443
2.238367 	 -0.525604
2.295429 	 -0.499125
2.351925 	 -0.472015
2.407839 	 -0.444282
2.463160 	 -0.415936
2.517873 	 -0.386988
2.571966 	 -0.357446
2.625426 	 -0.327321
2.678239 	 -0.296624
2.730394 	 -0.265365
2.781878 	 -0.233554
2.832679 	 -0.201202
2.882785 	 -0.168321
2.932184 	 -0.134922
2.980865 	 -0.101016
3.028815 	 -0.066615
3.076025 	 -0.031731
3.122483 	 0.003624
3.168179 	 0.039439
3.213101 	 0.075700
3.257240 	 0.112395
3.300586 	 0.149512
3.343129 	 0.187038
3.384859 	 0.224960
3.425767 	 0.263264
3.465844 	 0.301938
3.505081 	 0.340968
3.543469 	 0.380340
3.581001 	 0.420042
3.617667 	 0.460058
3.653461 	 0.500376
3.688374 	 0.540981
3.722399 	 0.581859
3.755529 	 0.622997
3.787758 	 0.664378
3.819078 	 0.705990
3.849483 	 0.747818
3.878968 	 0.789847
3.907526 	 0.832062
3.935153 	 0.874448
3.961842 	 0.916991
3.987588 	 0.959676
4.012388 	 1.002488
4.036237 	 1.045411
